geneId,diseaseId,score,ei,el,yearInitial,yearFinal,g_source
4763,C2931482,0.78,1.00,strong,2001,2016,ALL
4771,C0025286,0.80,0.98,NULL,1992,2020,ALL
4771,C0027832,1.00,0.99,definitive,1991,2020,ALL
4771,C1335929,0.58,1.00,NULL,1997,2016,ALL
4774,C4478940,0.60,1.00,limited,2007,2007,ALL
4780,C0007131,0.60,0.96,NULL,2006,2020,ALL
4780,C0011881,0.60,1.00,NULL,2010,2020,ALL
4780,C0023890,0.57,1.00,NULL,2012,2019,ALL
4780,C0034069,0.60,1.00,NULL,2009,2020,ALL
4781,C4748993,0.60,1.00,NULL,2018,2018,ALL
4784,C0265211,0.74,1.00,NULL,2010,2018,ALL
4784,C3553660,0.79,1.00,NULL,2010,2019,ALL
4790,C0009447,0.56,1.00,NULL,2015,2018,ALL
4791,C0009447,0.78,1.00,NULL,1998,2019,ALL
4791,C3809991,0.63,1.00,strong,2006,2019,ALL
4792,C2677481,0.70,1.00,strong,2003,2012,ALL
4803,C0010692,0.56,1.00,NULL,2006,2019,ALL
4803,C0011570,0.58,1.00,NULL,2004,2020,ALL
4803,C0020075,0.80,0.95,NULL,1992,2019,ALL
4803,C0020429,0.60,0.96,NULL,1998,2020,ALL
4803,C0878773,0.59,1.00,NULL,2006,2018,ALL
4810,C0796085,1.00,1.00,definitive,1991,2019,ALL
4842,C0036341,0.70,0.96,NULL,1995,2019,ALL
4843,C0004096,0.60,0.90,NULL,1997,2020,ALL
4843,C0006142,0.60,1.00,NULL,1998,2017,ALL
4843,C0011860,0.57,1.00,NULL,2002,2019,ALL
4843,C0020538,0.60,1.00,NULL,1999,2018,ALL
4843,C0038454,0.56,1.00,NULL,1999,2018,ALL
4843,C0243026,0.60,1.00,NULL,2003,2019,ALL
4846,C0011860,0.60,0.90,NULL,1999,2019,ALL
4846,C0011881,0.60,0.94,NULL,2000,2019,ALL
4846,C0015934,0.69,0.92,NULL,2009,2019,ALL
4846,C0018801,0.60,0.90,NULL,2004,2018,ALL
4846,C0018802,0.60,0.93,NULL,2003,2019,ALL
4846,C0020538,0.70,0.94,NULL,1996,2019,ALL
4846,C0027051,0.60,0.92,NULL,1998,2019,ALL
4846,C0032914,0.68,1.00,NULL,2001,2017,ALL
4846,C0085580,0.60,0.92,NULL,1995,2018,ALL
4846,C0242350,0.60,1.00,NULL,1999,2019,ALL
4846,C0524620,0.60,1.00,NULL,2003,2019,ALL
4851,C0006142,0.60,1.00,NULL,2004,2020,ALL
4851,C0007137,0.60,0.94,NULL,2007,2019,ALL
4851,C0149630,0.70,0.96,NULL,2005,2019,ALL
4851,C0428791,0.65,1.00,NULL,2005,2020,ALL
4851,C0678222,0.60,1.00,NULL,2004,2020,ALL
4851,C1961099,0.60,0.98,NULL,1998,2020,ALL
4851,C3887892,0.70,1.00,NULL,2005,2016,ALL
4851,C4014970,0.60,1.00,strong,2014,2018,ALL
4851,C4551482,0.56,1.00,NULL,2014,2019,ALL
4851,C4707243,0.60,1.00,limited,2005,2016,ALL
4852,C0001973,0.60,1.00,NULL,2001,2017,ALL
4852,C0002395,0.60,0.83,NULL,2000,2018,ALL
4852,C0003123,0.57,1.00,NULL,2001,2019,ALL
4852,C0011570,0.60,1.00,NULL,2002,2019,ALL
4852,C0011581,0.60,1.00,NULL,1998,2019,ALL
4852,C0041696,0.56,1.00,NULL,1998,2017,ALL
4852,C0085762,0.72,1.00,NULL,2003,2017,ALL
4853,C0006142,0.58,1.00,NULL,2004,2019,ALL
4853,C0678222,0.68,1.00,NULL,2004,2019,ALL
4853,C0917715,1.00,0.97,NULL,1996,2019,ALL
4853,C1857761,0.70,1.00,NULL,2006,2012,ALL
4854,C0432284,0.61,1.00,NULL,2013,2013,ALL
4854,C0751587,0.70,0.98,NULL,1996,2020,ALL
4854,C1851710,0.64,1.00,NULL,2015,2020,ALL
4854,C3809084,0.60,1.00,limited,2013,2013,ALL
4854,C4551768,0.80,1.00,NULL,1997,2016,ALL
4860,C0268125,0.96,1.00,NULL,1979,2018,ALL
4864,C0220756,0.90,0.99,strong,1997,2019,ALL
4864,C0268247,0.81,1.00,moderate,1998,2017,ALL
4864,C3179455,1.00,0.99,strong,1988,2020,ALL
4867,C0403553,0.61,1.00,NULL,2005,2013,ALL
4867,C1846790,0.60,1.00,NULL,1977,2012,ALL
4867,C4551979,0.80,0.95,NULL,1977,2016,ALL
4868,C0403399,0.80,1.00,NULL,1998,2019,ALL
4869,C0023467,0.70,0.98,NULL,1996,2020,ALL
4869,C0023487,0.70,0.96,NULL,1996,2019,ALL
4878,C0018801,0.60,1.00,NULL,1989,2019,ALL
4878,C0018802,0.60,1.00,NULL,1989,2019,ALL
4878,C0020538,0.60,0.97,NULL,1989,2019,ALL
4878,C0027051,0.57,1.00,NULL,1998,2018,ALL
4878,C0149721,0.56,1.00,NULL,1997,2014,ALL
4878,C1838539,0.60,1.00,NULL,2013,2013,ALL
4879,C0018799,0.56,0.88,NULL,2000,2019,ALL
4879,C0018801,0.60,0.99,NULL,1991,2020,ALL
4879,C0018802,0.60,0.99,NULL,1991,2020,ALL
4879,C0020538,0.60,0.96,NULL,1997,2019,ALL
4879,C0242698,0.58,1.00,NULL,2003,2012,ALL
4881,C0020538,0.60,0.92,NULL,1997,2017,ALL
4882,C1864356,0.95,1.00,NULL,2004,2019,ALL
4882,C4014690,0.71,1.00,NULL,2004,2019,ALL
4882,C4225399,0.60,1.00,strong,2013,2014,ALL
4891,C2673913,0.63,1.00,NULL,2006,2011,ALL
4893,C0009402,0.80,0.97,strong,1993,2020,ALL
4893,C0023467,0.70,0.99,NULL,1984,2019,ALL
4893,C0025202,0.70,0.97,NULL,1987,2020,ALL
4893,C0028326,0.78,1.00,definitive,2000,2019,ALL
4893,C0265329,0.60,1.00,NULL,2015,2015,ALL
4893,C0334082,0.60,1.00,NULL,2012,2012,ALL
4893,C0349639,0.80,1.00,NULL,1987,2017,ALL
4893,C0544862,0.60,1.00,NULL,2013,2013,ALL
4893,C1842036,0.70,1.00,NULL,2009,2014,ALL
4893,C2674723,0.70,1.00,moderate,1965,2011,ALL
4893,C2750732,0.70,1.00,strong,2009,2013,ALL
4907,C1859372,0.73,1.00,NULL,2011,2016,ALL
4914,C0020074,0.80,1.00,NULL,1996,2020,ALL
4914,C1833921,0.75,1.00,limited,1995,2005,ALL
4915,C0011570,0.60,1.00,NULL,2009,2020,ALL
4915,C3151303,0.70,1.00,NULL,2004,2017,ALL
4915,C4693367,0.60,1.00,NULL,2004,2017,ALL
4919,C0006142,0.60,1.00,NULL,2012,2020,ALL
4920,C1849334,1.00,1.00,strong,2000,2020,ALL
4920,C1862112,0.70,0.94,strong,2000,2019,ALL
4921,C1849011,0.73,1.00,strong,1993,2018,ALL
4929,C0036341,0.60,0.80,NULL,1999,2020,ALL
4935,C0342684,0.80,0.97,NULL,1995,2020,ALL
4935,C3151752,0.70,1.00,NULL,2007,2011,ALL
4942,C0018425,1.00,0.96,definitive,1981,2019,ALL
4942,C0599035,0.67,1.00,NULL,1981,2017,ALL
4948,C0078918,0.60,0.97,strong,1994,2019,ALL
4948,C0268495,0.80,1.00,NULL,1994,2017,ALL
4952,C0028860,0.80,1.00,NULL,1993,2020,ALL
4952,C1845167,0.70,1.00,NULL,1999,2016,ALL
4968,C0007134,0.62,1.00,NULL,2003,2011,ALL
4968,C0279702,0.64,1.00,NULL,2003,2011,ALL
4976,C0221061,0.74,1.00,NULL,2011,2019,ALL
4976,C0338508,0.80,0.99,NULL,1997,2019,ALL
4976,C3276549,0.70,1.00,NULL,1999,2019,ALL
4982,C0268414,0.80,1.00,NULL,2002,2020,ALL
4986,C0600427,0.55,1.00,NULL,1996,2019,ALL
4988,C0001973,0.60,0.80,NULL,1998,2019,ALL
4988,C0600427,0.55,1.00,NULL,2000,2019,ALL
5002,C0684249,0.60,1.00,NULL,1998,1998,ALL
5009,C0268542,1.00,1.00,definitive,1976,2018,ALL
5015,C1864690,0.70,1.00,strong,1997,2014,ALL
5015,C3151440,0.60,1.00,strong,2008,2015,ALL
5034,C1862178,0.63,1.00,NULL,2015,2018,ALL
5034,C4317154,0.61,1.00,NULL,2015,2017,ALL
5048,C0265219,0.60,0.97,NULL,1994,2019,ALL
5048,C0266463,0.70,1.00,NULL,1984,2019,ALL
5048,C0266483,0.65,1.00,NULL,1998,2018,ALL
5048,C0431375,0.80,1.00,strong,1993,2018,ALL
5048,C1848201,0.70,1.00,strong,2000,2017,ALL
5053,C0031485,0.80,0.99,NULL,1977,2020,ALL
5053,C0085547,0.59,0.93,NULL,1987,2018,ALL
5053,C0751434,0.80,1.00,strong,1975,2019,ALL
5054,C0011881,0.60,0.89,NULL,1996,2019,ALL
5054,C0020538,0.60,0.89,NULL,1998,2019,ALL
5054,C2750067,0.70,1.00,strong,1992,2011,ALL
5058,C4748428,0.60,1.00,strong,2018,2019,ALL
5063,C0796237,0.70,1.00,strong,1998,2003,ALL
5071,C0030567,0.60,0.97,NULL,1998,2020,ALL
5071,C0752105,0.59,1.00,strong,1998,2018,ALL
5071,C1140680,0.55,1.00,moderate,2011,2019,ALL
5071,C1868675,1.00,0.99,NULL,1998,2019,ALL
5076,C1852759,1.00,1.00,strong,1995,2019,ALL
5076,C4014925,0.60,1.00,strong,1999,2015,ALL
5077,C0079661,0.75,1.00,definitive,1993,2018,ALL
5077,C0206655,1.00,0.98,NULL,1993,2019,ALL
5077,C1847800,1.00,0.99,definitive,1983,2019,ALL
5077,C1852510,0.71,1.00,NULL,1983,2018,ALL
5077,C3266898,0.80,1.00,definitive,1992,2018,ALL
5079,C1961102,0.70,0.96,NULL,2001,2019,ALL
5080,C0003076,1.00,0.98,NULL,1978,2020,ALL
5080,C0009363,0.75,0.88,NULL,1988,2020,ALL
5080,C0155299,0.71,1.00,NULL,1988,2019,ALL
5080,C0206115,0.80,0.93,limited,1988,2017,ALL
5080,C0344559,1.00,0.94,strong,1983,2011,ALL
5080,C1833797,0.70,1.00,NULL,1988,2006,ALL
5080,C1835698,0.70,1.00,NULL,1988,2006,ALL
5080,C2931644,0.60,1.00,NULL,1999,1999,ALL
5080,C3805604,0.60,1.00,NULL,1988,2006,ALL
5080,C4310809,0.60,1.00,NULL,1988,2018,ALL
5081,C0206655,0.80,0.98,limited,1995,2019,ALL
5083,C1970291,0.70,1.00,NULL,2003,2017,ALL
5091,C0034341,0.70,0.97,NULL,1983,2019,ALL
5095,C0268579,0.80,1.00,NULL,1993,2019,ALL
5096,C0268579,0.80,1.00,NULL,1990,2019,ALL
5105,C0268194,0.61,1.00,strong,2014,2017,ALL
5111,C4014676,0.60,1.00,NULL,2014,2014,ALL
5116,C0265202,0.55,1.00,strong,2008,2011,ALL
5116,C0432246,0.80,1.00,NULL,2004,2019,ALL
5122,C0028754,0.70,0.86,NULL,1997,2018,ALL
5122,C1833053,0.71,1.00,strong,1997,2019,ALL
5130,C1837073,0.71,1.00,NULL,2014,2014,ALL
5133,C0024141,0.80,0.95,NULL,1998,2020,ALL
5144,C0220659,0.70,0.87,strong,2012,2019,ALL
5144,C3553250,0.71,1.00,NULL,2012,2017,ALL
5155,C3693482,0.60,0.94,moderate,1997,2019,ALL
5155,C3809645,0.70,1.00,NULL,2013,2016,ALL
5156,C0206141,0.60,0.98,limited,2003,2019,ALL
5156,C0238198,0.80,0.95,definitive,2003,2020,ALL
5156,C1540912,0.60,0.96,NULL,2003,2019,ALL
5156,C3179349,0.61,1.00,definitive,2003,2018,ALL
5158,C0035334,0.90,1.00,strong,1992,2019,ALL
5158,C0339535,0.72,1.00,strong,1994,2007,ALL
5158,C1876182,0.90,1.00,NULL,1924,2007,ALL
5158,C3151107,0.90,1.00,limited,1993,2016,ALL
5159,C0393590,0.71,1.00,strong,2013,2015,ALL
5159,C0432284,1.00,1.00,strong,2013,2019,ALL
5159,C1866182,0.71,1.00,strong,2015,2019,ALL
5159,C3554321,0.70,1.00,NULL,2013,2015,ALL
5159,C4225270,0.73,1.00,strong,2015,2019,ALL
5159,C4551572,0.80,1.00,strong,2013,2017,ALL
5160,C0034345,0.90,1.00,NULL,1990,2015,ALL
5160,C1839413,0.70,1.00,NULL,1991,2017,ALL
5167,C0011860,0.70,0.81,moderate,2000,2019,ALL
5167,C0028754,0.70,0.79,moderate,2001,2019,ALL
5167,C1859727,0.70,1.00,NULL,2003,2018,ALL
5167,C1865343,0.70,1.00,NULL,1981,1999,ALL
5167,C2750078,0.70,1.00,NULL,2005,2015,ALL
5167,C3809781,0.72,1.00,NULL,2009,2018,ALL
5167,C4551985,0.60,1.00,NULL,2003,2016,ALL
5170,C0006142,0.55,1.00,NULL,2005,2019,ALL
5170,C0678222,0.55,1.00,NULL,2005,2019,ALL
5172,C0018021,0.70,0.97,strong,1996,2017,ALL
5172,C0018784,0.70,1.00,strong,1996,2019,ALL
5172,C0271829,1.00,1.00,definitive,1996,2019,ALL
5172,C1384666,0.70,1.00,strong,1999,2018,ALL
5172,C3538946,0.73,1.00,strong,1998,2019,ALL
5173,C0001973,0.60,0.80,NULL,1997,2018,ALL
5173,C1853250,0.74,1.00,NULL,2010,2013,ALL
5176,C0029434,0.60,1.00,strong,2011,2018,ALL
5176,C3279564,0.90,1.00,strong,2011,2019,ALL
5184,C0268532,0.76,1.00,strong,1990,2017,ALL
5189,C0043459,0.80,1.00,strong,1997,2020,ALL
5189,C0282527,0.72,1.00,NULL,1997,2017,ALL
5189,C1832200,0.70,1.00,strong,1997,2016,ALL
5189,C4551980,0.60,1.00,strong,1997,2017,ALL
5189,C4721541,0.60,1.00,NULL,1997,2017,ALL
5199,C1839454,0.70,1.00,limited,1995,2019,ALL
5205,C0268318,0.58,1.00,NULL,2003,2017,ALL
5205,C3549845,0.60,1.00,NULL,2005,2016,ALL
5205,C4551898,0.80,0.98,NULL,1996,2018,ALL
5205,C4551899,0.70,1.00,NULL,1998,2016,ALL
5216,C3553719,0.70,1.00,strong,2012,2012,ALL
5230,C1970848,0.77,1.00,NULL,1980,2019,ALL
5236,C2752015,0.70,1.00,NULL,2009,2016,ALL
5241,C0014175,0.60,0.97,NULL,1995,2020,ALL
5243,C0009402,0.60,0.96,NULL,1990,2020,ALL
5243,C0014544,0.60,0.91,NULL,1995,2019,ALL
5243,C2239176,0.60,0.96,NULL,1991,2019,ALL
5244,C0268318,0.60,1.00,NULL,2000,2020,ALL
5244,C0566602,0.56,0.90,NULL,2004,2019,ALL
5244,C1865643,0.77,1.00,strong,1998,2019,ALL
5244,C2239176,0.59,1.00,NULL,1993,2017,ALL
5244,C2609268,0.80,0.95,strong,2001,2020,ALL
5244,C3554241,0.60,1.00,strong,2000,2016,ALL
5244,C4551898,0.70,1.00,strong,1996,2020,ALL
5245,C0006142,0.60,0.94,NULL,1994,2018,ALL
5250,C1835845,0.70,1.00,NULL,2007,2016,ALL
5251,C0733682,1.00,0.98,strong,1987,2020,ALL
5251,C3536984,0.60,0.99,strong,1988,2020,ALL
5251,C3540852,0.60,1.00,NULL,1988,2020,ALL
5265,C0024115,0.60,0.98,limited,1982,2019,ALL
5265,C0221757,0.70,0.98,NULL,1978,2020,ALL
5269,C3150704,0.60,1.00,strong,1995,1995,ALL
5277,C0024790,0.70,0.97,NULL,1993,2019,ALL
5277,C3275508,0.71,1.00,NULL,2012,2018,ALL
5277,C3806670,0.60,1.00,NULL,1993,2002,ALL
5290,C0006142,1.00,0.99,NULL,2001,2020,ALL
5290,C0009402,0.70,0.99,NULL,2002,2020,ALL
5290,C0022603,0.67,1.00,NULL,2007,2018,ALL
5290,C0024121,0.60,1.00,NULL,2003,2019,ALL
5290,C0024623,0.70,0.99,NULL,2005,2020,ALL
5290,C0038356,0.62,1.00,NULL,2005,2016,ALL
5290,C0242379,0.60,0.97,NULL,2002,2019,ALL
5290,C0265552,0.67,1.00,strong,2009,2020,ALL
5290,C0678222,0.70,0.99,NULL,2001,2020,ALL
5290,C0919267,0.70,0.98,NULL,1999,2019,ALL
5290,C1140680,0.70,0.99,NULL,1999,2019,ALL
5290,C1865285,0.77,1.00,NULL,2009,2020,ALL
5290,C2239176,0.80,0.97,NULL,2002,2020,ALL
5290,C2751313,0.60,1.00,strong,2009,2018,ALL
5290,C2752042,0.95,1.00,NULL,2009,2017,ALL
5290,C3554518,0.70,1.00,limited,2005,2013,ALL
5293,C0079744,0.60,1.00,NULL,2005,2019,ALL
5293,C3714976,0.80,1.00,strong,2006,2020,ALL
5295,C0021655,0.60,1.00,NULL,1999,2003,ALL
5295,C0878684,0.80,0.96,definitive,2000,2019,ALL
5295,C3554689,0.60,1.00,NULL,2012,2017,ALL
5295,C4014934,0.60,1.00,NULL,2012,2018,ALL
5296,C4012727,0.60,1.00,NULL,2006,2017,ALL
5307,C0009081,0.97,0.89,NULL,2008,2019,ALL
5307,C1861313,0.62,1.00,NULL,2012,2014,ALL
5308,C0344559,0.61,1.00,strong,1999,1999,ALL
5308,C1842031,0.73,1.00,NULL,1996,2011,ALL
5308,C1867155,0.70,1.00,NULL,2001,2012,ALL
5308,C3495488,0.60,1.00,NULL,1998,2019,ALL
5308,C3714873,0.91,1.00,NULL,1996,2006,ALL
5309,C1862839,0.75,1.00,strong,1998,2012,ALL
5309,C1864567,0.70,1.00,NULL,1998,2014,ALL
5309,C4551992,0.60,1.00,NULL,2004,2014,ALL
5310,C0022680,0.90,0.98,definitive,1990,2019,ALL
5310,C0085413,0.90,0.98,definitive,1988,2020,ALL
5310,C3149841,1.00,0.99,definitive,1992,2018,ALL
5311,C0022680,0.70,0.96,definitive,1996,2019,ALL
5311,C0085413,1.00,0.98,definitive,1994,2020,ALL
5311,C2751306,0.97,1.00,NULL,1995,2019,ALL
5313,C0340968,1.00,1.00,strong,1991,2019,ALL
5313,C1863224,0.60,1.00,NULL,1997,1997,ALL
5314,C0085548,1.00,1.00,NULL,1975,2019,ALL
5318,C1142166,0.65,1.00,disputed,1996,2016,ALL
5318,C1836906,0.70,1.00,definitive,1996,2017,ALL
5321,C0006142,0.55,1.00,NULL,2010,2019,ALL
5324,C1519176,0.60,0.94,NULL,1996,2019,ALL
5328,C0002395,0.68,1.00,NULL,2002,2013,ALL
5328,C1866423,0.67,1.00,strong,2001,2019,ALL
5335,C0018923,0.55,1.00,NULL,2014,2017,ALL
5336,C0023434,0.70,0.93,NULL,2007,2020,ALL
5336,C3553961,0.71,1.00,NULL,2012,2018,ALL
5337,C1859330,0.60,1.00,moderate,2017,2017,ALL
5339,C0432317,0.90,1.00,NULL,1996,2013,ALL
5339,C2677349,0.73,1.00,NULL,1996,2013,ALL
5339,C2931072,1.00,1.00,NULL,1996,2017,ALL
5339,C3150989,0.71,1.00,NULL,1996,2017,ALL
5340,C0398621,0.70,0.96,definitive,1988,2019,ALL
5340,C1274789,0.60,1.00,NULL,1997,2019,ALL
5340,C1968804,0.80,1.00,definitive,1982,2019,ALL
5345,C2752081,0.92,1.00,strong,1989,2008,ALL
5346,C3151268,0.60,1.00,NULL,2011,2018,ALL
5350,C0878544,0.70,1.00,definitive,1993,2019,ALL
5350,C1835928,0.70,1.00,strong,2003,2019,ALL
5350,C3151265,0.60,1.00,strong,2010,2019,ALL
5352,C0432253,0.60,0.91,strong,1999,2020,ALL
5352,C1836602,0.70,1.00,NULL,2003,2012,ALL
5354,C0205711,1.00,0.98,definitive,1962,2019,ALL
5354,C1839264,1.00,1.00,NULL,1962,2017,ALL
5371,C0023487,0.60,0.98,NULL,1990,2020,ALL
5373,C0349653,0.80,1.00,NULL,1995,2019,ALL
5376,C0007959,0.70,0.98,NULL,1990,2020,ALL
5376,C0011195,1.00,1.00,NULL,1993,2017,ALL
5376,C0027888,0.60,0.94,NULL,1994,2016,ALL
5376,C0205713,0.80,1.00,NULL,1997,2009,ALL
5376,C0270911,1.00,1.00,NULL,1992,2020,ALL
5376,C0393814,1.00,0.98,NULL,1993,2019,ALL
5376,C3495591,0.92,1.00,NULL,1999,2013,ALL
5395,C0009405,0.64,1.00,definitive,1986,2018,ALL
5395,C0265325,0.80,0.98,definitive,1995,2020,ALL
5395,C0476089,0.70,1.00,strong,1999,2020,ALL
5395,C1140680,0.63,1.00,strong,2014,2019,ALL
5395,C1333990,0.80,0.98,definitive,1994,2020,ALL
5395,C1838333,0.70,1.00,NULL,1995,2017,ALL
5395,C4321324,0.56,1.00,definitive,1998,2017,ALL
5395,C4552100,0.70,0.97,definitive,1994,2020,ALL
5396,C0265242,0.62,1.00,NULL,2011,2013,ALL
5424,C0009402,0.60,0.94,strong,1995,2020,ALL
5424,C0476089,0.69,1.00,strong,2013,2016,ALL
5424,C2675481,0.60,1.00,NULL,2006,2016,ALL
5424,C3715192,0.74,1.00,NULL,2013,2018,ALL
5426,C0009402,0.60,1.00,strong,2013,2020,ALL
5426,C3554460,0.60,1.00,strong,2003,2017,ALL
5426,C3554576,0.71,1.00,moderate,2012,2012,ALL
5428,C0005586,0.62,1.00,NULL,2001,2018,ALL
5428,C0205710,1.00,0.99,NULL,2001,2019,ALL
5428,C1834846,0.70,1.00,NULL,2001,2017,ALL
5428,C1843851,0.76,1.00,strong,2003,2016,ALL
5428,C3150914,0.70,1.00,NULL,2003,2016,ALL
5428,C4225153,0.60,1.00,NULL,2001,2016,ALL
5429,C0043346,0.60,1.00,NULL,1999,2019,ALL
5429,C1848410,0.94,1.00,definitive,1999,2018,ALL
5443,C0011581,0.59,1.00,NULL,2003,2020,ALL
5443,C0028754,0.90,0.96,strong,1996,2020,ALL
5443,C1857854,0.61,1.00,strong,2018,2018,ALL
5444,C0002736,0.70,0.93,NULL,2007,2019,ALL
5447,C1860042,0.74,1.00,strong,2004,2018,ALL
5447,C3150099,0.70,1.00,strong,2002,2006,ALL
5449,C2751608,0.70,1.00,strong,1992,2016,ALL
5465,C0015695,0.60,1.00,NULL,2005,2020,ALL
5465,C0020538,0.57,1.00,NULL,2002,2018,ALL
5465,C0023903,0.58,1.00,NULL,2003,2019,ALL
5465,C0345904,0.55,1.00,NULL,1999,2019,ALL
5468,C0007102,0.60,1.00,NULL,1998,2019,ALL
5468,C0011860,0.70,0.95,NULL,1998,2020,ALL
5468,C0011881,0.60,0.96,NULL,2003,2019,ALL
5468,C0020538,0.70,1.00,NULL,1999,2020,ALL
5468,C0028754,1.00,0.96,NULL,1997,2020,ALL
5468,C0271694,0.60,0.94,NULL,2002,2019,ALL
5468,C1720861,0.98,1.00,NULL,2000,2019,ALL
5476,C0268233,0.80,1.00,strong,1991,2019,ALL
5498,C0162532,0.90,1.00,NULL,1981,2019,ALL
5521,C1858501,0.70,1.00,NULL,2001,2018,ALL
5530,C4540199,0.60,1.00,strong,2017,2018,ALL
5538,C0268281,0.60,0.95,limited,1996,2019,ALL
5538,C1850451,0.98,1.00,NULL,1989,2019,ALL
5538,C2931673,0.60,1.00,NULL,1993,2018,ALL
5551,C0024299,0.62,1.00,strong,2008,2015,ALL
5551,C1863727,0.92,1.00,strong,1989,2017,ALL
5566,C4014425,0.60,1.00,NULL,2014,2014,ALL
5573,C0220659,0.70,1.00,strong,2011,2019,ALL
5573,C0406810,1.00,0.96,definitive,2000,2020,ALL
5573,C1864846,0.80,1.00,strong,2000,2002,ALL
5573,C2607929,0.90,1.00,definitive,2000,2016,ALL
5573,C3276228,0.70,1.00,strong,2011,2016,ALL
5582,C1854369,0.80,0.96,NULL,2002,2019,ALL
5587,C4479250,0.70,1.00,moderate,2015,2016,ALL
5591,C0085110,0.70,1.00,strong,1995,2018,ALL
5591,C4014833,0.70,1.00,NULL,2009,2013,ALL
5592,C3809513,0.70,1.00,strong,2013,2016,ALL
5592,C4707243,0.60,1.00,strong,1998,2016,ALL
5604,C0025202,0.70,1.00,NULL,2003,2019,ALL
5604,C0028326,0.68,1.00,limited,2007,2019,ALL
5604,C0152013,0.65,0.86,NULL,2008,2019,ALL
5604,C0587248,0.55,1.00,disputed,2007,2016,ALL
5604,C1275081,1.00,1.00,definitive,2006,2019,ALL
5604,C3809006,0.60,1.00,NULL,2006,2017,ALL
5605,C0025202,0.67,1.00,NULL,2011,2019,ALL
5605,C0028326,0.64,1.00,limited,2007,2019,ALL
5605,C1275081,0.80,0.97,definitive,2006,2019,ALL
5605,C3809007,0.60,1.00,NULL,2006,2016,ALL
5617,C0020514,0.60,0.97,NULL,1982,2020,ALL
5617,C0033375,0.60,0.92,NULL,1978,2020,ALL
5618,C0020514,0.76,1.00,NULL,2013,2019,ALL
5618,C3809918,0.60,1.00,NULL,2008,2008,ALL
5621,C0017495,1.00,0.99,NULL,1989,2019,ALL
5621,C0022336,1.00,0.98,strong,1988,2020,ALL
5621,C0036457,0.55,1.00,NULL,1993,2018,ALL
5621,C0206042,1.00,0.99,NULL,1992,2019,ALL
5621,C0376329,0.60,0.98,NULL,1998,2019,ALL
5621,C0751254,0.60,1.00,NULL,1990,2019,ALL
5621,C1847650,0.60,1.00,NULL,1997,2000,ALL
5621,C1864112,0.70,1.00,strong,1989,2016,ALL
5624,C0243026,0.60,1.00,NULL,2000,2019,ALL
5624,C0398625,0.80,1.00,strong,1984,2020,ALL
5624,C2674321,0.60,1.00,strong,1987,2017,ALL
5624,C2676759,0.70,1.00,strong,1992,2015,ALL
5625,C0268529,0.77,1.00,NULL,1996,2014,ALL
5626,C0878683,0.70,1.00,NULL,1998,2017,ALL
5627,C3278211,0.60,1.00,strong,1994,2016,ALL
5627,C3281092,0.60,1.00,strong,1995,2012,ALL
5631,C0796028,0.77,1.00,NULL,1993,2019,ALL
5631,C1839566,0.74,1.00,strong,1993,2019,ALL
5631,C1844677,0.74,1.00,strong,1993,2016,ALL
5631,C1970827,0.71,1.00,limited,1993,2017,ALL
5644,C0030305,0.70,0.94,NULL,1997,2020,ALL
5644,C0238339,0.80,0.98,strong,1996,2020,ALL
5649,C0005586,0.57,1.00,NULL,2000,2020,ALL
5649,C0036341,0.70,0.91,NULL,1998,2020,ALL
5649,C0796089,0.70,1.00,NULL,1993,2000,ALL
5649,C4225327,0.70,1.00,strong,2015,2015,ALL
5654,C1838577,0.80,0.96,NULL,2002,2019,ALL
5654,C4225211,0.60,1.00,NULL,2014,2015,ALL
5657,C3495801,0.60,0.99,NULL,1992,2019,ALL
5660,C0268262,0.71,1.00,strong,1990,2019,ALL
5660,C1864651,0.70,1.00,strong,1991,2016,ALL
5660,C2673266,0.62,1.00,strong,2000,2020,ALL
5660,C2673635,0.71,1.00,strong,1978,2016,ALL
5663,C0002395,0.70,0.97,NULL,1990,2020,ALL
5663,C0236642,0.80,1.00,NULL,1995,2018,ALL
5663,C0338451,0.80,1.00,NULL,1995,2018,ALL
5663,C0338462,0.60,1.00,NULL,2000,2000,ALL
5663,C1843013,0.90,0.99,NULL,1995,2020,ALL
5663,C1843015,0.60,1.00,NULL,1997,2006,ALL
5663,C3160720,0.70,1.00,NULL,2006,2017,ALL
5664,C1847200,0.60,1.00,NULL,1995,2015,ALL
5664,C3150958,0.70,1.00,NULL,2006,2006,ALL
5696,C1850568,0.57,1.00,NULL,2010,2018,ALL
5696,C4746851,0.70,1.00,NULL,2010,2016,ALL
5723,C1291463,0.70,1.00,NULL,2004,2014,ALL
5727,C0004779,1.00,0.99,definitive,1960,2020,ALL
5727,C0007117,0.60,1.00,NULL,1999,2008,ALL
5727,C0025149,0.90,0.99,NULL,1997,2020,ALL
5727,C1835820,0.71,1.00,NULL,1996,2016,ALL
5728,C0006142,0.80,0.96,strong,1997,2020,ALL
5728,C0007103,0.60,0.99,NULL,1999,2019,ALL
5728,C0007134,0.70,1.00,NULL,1998,2020,ALL
5728,C0014170,0.60,1.00,NULL,1997,2014,ALL
5728,C0017638,0.70,0.97,NULL,1997,2020,ALL
5728,C0018553,1.00,0.96,NULL,1972,2019,ALL
5728,C0024121,0.70,1.00,NULL,1998,2017,ALL
